symbol,price,currency,timestamp
XAU,4328.915,USD,2026-06-17 10:00:51
XAU,4328.915,USD,2026-06-17 10:00:51
XAU,4331.75,USD,2026-06-17 11:00:12
XAU,4323.97,USD,2026-06-17 12:00:04
XAU,4333.12,USD,2026-06-17 13:00:07
XAU,4339.215,USD,2026-06-17 14:00:32
XAU,4345.325,USD,2026-06-17 15:19:45
XAU,4364.14,USD,2026-06-17 16:00:07
XAU,4362.74,USD,2026-06-17 18:00:05
